text,label
quá thoải mái cho sinh viên .,Negative
"thầy dạy dễ hiểu , truyền đạt hay , tạo điều kiện thuận lợi cho sinh viên tiếp thu bài .",Positive
dạy dễ hiểu tận tình .,Positive
không tạo điều kiện cho sinh viên thoải mái học tập .,Negative
"có cái em còn copy trên mạng xuống dot nhưng cơ mà nhờ thầy hỏi , thắc mắc nhóm em mà nhóm em càng hoàn chỉnh cái đồ án hơn , hiểu được là mình đang học gì , đồ án mình đang làm là gì ?",Positive
không kiểm soát được lớp .,Negative
bài tập hơi nặng .,Negative
tuy nhiên thầy giảng hơi khó hiểu .,Negative
phân chia ca học hợp lý hơn để việc sắp xếp môn học được thuận tiện hơn .,Negative
chịu khó .,Positive
"thầy giảng rất hay , nhiệt tình , rất dễ hiểu .",Positive
cách truyền đạt kiến thức của thầy .,Positive
không hướng dẫn cho sinh viên kỹ năng lập trình mạng máy tính .,Negative
"giảng dạy cụ thể , có nhiều dẫn chứng minh hoạ .",Positive
"nên sử dụng máy chiếu để hiện rõ chữ , để giảm thời gian viết , tập trung thời gian vào việc giải bài tập minh họa .",Negative
và đưa ra các gợi ý về nhà tìm hiểu những thứ bên lề giúp ích trong việc học .,Positive
"thầy vui tính , giảng bài dễ hiểu , thân thiện với sinh viên .",Positive
"giảng khó hiểu , nói chuyện ngoài lề , đi trễ , đuổi sinh viên về sớm .",Negative
khá giống lúc học phổ thông .,Neutral
thầy dạy quá chi tiết với đồ án thầy hướng dân hết rồi không có gì để làm nữa .,Negative
"giảng viên tận tâm , nhiệt huyết .",Positive
"giáo viên giảng dễ hiểu , nhiệt tình .",Positive
thầy truyền cảm hứng học cho các em cũng như sự chân thành truyền đạt của thầy thật quý báu .,Positive
"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay .",Positive
phần tài liệu .,Neutral
cô cực kỳ nhiệt tình .,Positive
thầy nên báo nghỉ sớm hơn ít nhất 1 - 2 ngày để sinh viên đỡ mất công đến lớp rồi lại ra về .,Negative
chưa có sự tương tác nhiều với sinh viên .,Negative
"dạy kỹ , ôn thi cũng kỹ không bỏ sót phần nào .",Positive
thời gian hướng dẫn thực hành quá ít so với môn học .,Negative
"phòng máy wzjwz26 khá tốt , đáp ứng nhu cầu của sinh viên , mong rằng các phòng máy khác cũng có được trang bị như vậy .",Positive
học vui .,Positive
giỏi .,Positive
chưa giúp tôi phát triển được tốt nhất khả năng của mình .,Negative
"giảng viên truyền đạt tận tâm , dễ hiểu .",Positive
cùng sinh viên giải nhiều bài tập .,Positive
dễ hiểu .,Positive
truyền đạt không tốt .,Negative
đảm bảo giờ lên lớp hiệu quả .,Positive
"dạy tận tâm , cung cấp thêm nhiều kiến thức không có trong môn học , giờ học thực hành rất hiệu quả .",Positive
giảng viên nhiệt tình với các bài trên lớp .,Positive
điều kiện cơ sở vật chất còn ảnh hưởng đến chất lượng môn học .,Negative
thực hành chạy quá nhanh và khó hiểu .,Negative
giảng viên chưa hướng dẫn kỹ những bài tập sinh viên không làm được hoặc làm sai .,Negative
giảng viên hòa đồng và kể rất nhiều chuyện mang tính cập nhật thời sự .,Positive
cô rất tận tâm giảng dạy .,Positive
cô nhiệt tình trong việc giảng dạy và giúp đỡ sinh viên .,Positive
"cô giảng bài dễ hiểu , thoải mái , vui tính , cute , phương pháp học nhiều kiểu cho mỗi đứa .",Positive
"phần đầu thầy giảng không hiểu , bọn em có về xem lại nhưng thật sự không tiếp thu lại được bao nhiêu .",Negative
thầy rất tâm huyết với sinh viên .,Positive
"giảm thời gian thực hành , tăng số buổi thực hành , khuyến khích hoạt động thực hành ở nhà để phân bố thời gian thực hành tốt .",Negative
nhiệt tình hướng dẫn .,Positive
"thầy dạy nhiệt tình , cám ơn thầy .",Positive
"em nghĩ môn này chỉ nên dành cho khoa khoa học máy tính , kỹ thuật máy tính .",Negative
khi được học với thầy wzjwz80 em cảm thấy hài lòng hơn hẳn những giảng viên trước .,Positive
thầy dạy tận tâm với sinh viên .,Positive
"cách thức truyền đạt kiến thức chưa hiệu quả , sinh viên khó tiếp thu .",Negative
"tại sao thầy không tổng hợp bài tập rồi cho sinh viên đem in , photo ra .",Negative
"thầy giảng cặn kẽ , dễ hiểu !",Positive
cần nâng cao cơ sở vật chất của phòng học .,Negative
"vào lớp muộn , ra trễ làm ảnh hưởng tới các hoạt động khác của sinh viên .",Negative
cô dạy rất tận tậm và yêu mến học sinh .,Positive
"mong giảng viên có thể lên lớp đúng giờ hơn , và khi có nghĩ tiết thì cần thông báo trước cho sinh viên biết trước .",Negative
lượng kiến thức đầy đủ .,Positive
"em chỉ thắc mắc nội dung môn học có vẻ khác so với tên môn học , em cứ nghĩ môn này là để sinh viên cập nhật các vấn đề hiện đại chứ ?",Negative
giảng viên dạy tận tình .,Positive
đến cuối kỳ sẽ đỡ bỡ ngỡ hơn .,Neutral
cung cấp nhiều kiến thức thực tế và các kiến thức khác ngoài môn học giúp sinh viên có cái nhìn tổng quan hơn về môn học .,Positive
đây là tình trạng chung của tất cả các lớp thực hành không chỉ riêng lớp này .,Neutral
máy chiếu mờ !,Negative
môn thiên về kiến thức lập trình nhưng lại bắt buộc thi lý thuyết trên giấy là không hợp lý .,Negative
thầy nghiêm túc và lên lớp đây đủ xong chưa tạo được hứng thú khi học .,Negative
"giảng viên gần gũi với sinh viên , giải đáp các thắc mắc của sinh viên .",Positive
có cảm giác cô giảng không thu hút em .,Negative
thầy đi rất đúng giờ và nhiệt tình .,Positive
thời lượng ít .,Negative
"đảm bảo số ngày lên lớp , số tiết dạy .",Positive
"nhiệt tình , thân thiện .",Positive
"hướng dẫn cụ thể , rõ ràng .",Positive
hơi khó hiểu chút xíu .,Negative
nên giảm bớt số từ vựng học trên lớp .,Negative
thầy cần cho sinh viên làm và sửa bài tập trên lớp nhiều hơn .,Negative
"nên có nhiều tài liệu hay và cập nhật hơn , sát với môn học hơn .",Negative
"phương pháp thầy cho các bạn thuyết trình trên lớp cũng không khả quan , một buổi học đến 4 nhóm thuyết trình về 4 chủ đề khác nhau .",Negative
"cô dạy dễ hiểu , cho điểm rẻ , điểm danh công bằng , giảng dạy có mạch tạo cảm hứng học .",Positive
thầy dạy chán buồn ngủ .,Negative
"thầy giảng bài rất hay , dễ hiểu .",Positive
mong thầy thay đổi trong các học kỳ sau .,Neutral
"những bài ôn tập không quá "" trên trời "" mà đi thẳng vào vấn đề .",Positive
thầy luôn hỗ trợ và dạy bù kịp thời cho sinh viên .,Positive
"thầy không đảm bảo được giờ lên lớp , liên tục cho nghỉ , sau đó báo bù , và cuối cùng cũng nghỉ luôn buổi bù ngày hôm đó mà không báo trước .",Negative
có những lúc thầy vào rất sớm nhưng khoảng 13h30 hoặc 13h45 thì mới chịu đọc slide .,Negative
mong nhà trường có sự điều chỉnh cho các khoá học sau này .,Negative
"thầy giảng dạy hay , dễ hiểu , trình bày có chiều sâu .",Positive
"thầy dạy tận tâm , nhiệt tình , vui vẻ .",Positive
mọi thứ đều tuyệt vời .,Positive
dạy kỹ bài tập .,Positive
"cô nhiệt tình giúp đỡ , tận tâm với công việc .",Positive
chưa biết cách truyền đạt .,Negative
"mạng wifi thì không vào được , mạng dây thì cột chặt vào pc .",Negative
lớp học hơi buồn chán .,Negative
"thầy ôn không đúng , bám sát với đề thi cuối kỳ .",Negative
nên tận tình hơn với sinh viên .,Negative
nhiều câu hỏi không biết cách trả lời .,Negative
lớp học trầm .,Negative
"bài giảng thú vị dễ hiểu , khả năng truyền đạt kiến thức tốt .",Positive
phòng thiếu quạt .,Negative
tận tình và up tài liệu trên module nhiều rất tiện việc theo dõi và cả song ngữ .,Positive
sinh viên không được cung cấp nhiều tài liệu cho môn học ngoài slide của giảng viên cung cấp .,Negative
dạy dễ hiểu và hiệu quả .,Positive
"đem nhiều hình thức như học từ vựng qua một số hình ảnh , học ngữ pháp qua một số ví dụ cơ bản và một số dẫn chứng thực tế , luyện nói thường xuyên và hỗ trợ sinh viên tự tin khi nói tự tin trình bày vấn đề , luyện nghe thường xuyên hỗ trợ sinh viên có thể hiểu được vấn đề của bài nghe , hỗ trợ các phương pháp đọc viết và một số kỹ năng trong giao tiếp .",Positive
"vui tính , hòa đồng với sinh viên .",Positive
"giảng viên nhiệt tình , đúng giờ , thân thiện .",Positive
giảng viên dạy trọng tâm môn học .,Positive
cô cho nghỉ nhiều quá ( mặc dù đã có bù ) nhưng nên đảm bảo đúng lịch để sinh viên sắp xếp thời gian bởi vì sinh viên vẫn phải dành thời gian đi học bù .,Negative
môn này cũng được nghe thầy nói của chỉ có ở trường chúng ta .,Neutral
"cần phải cân bằng kiến thức giữa lý thuyết và thực hành , phần thực hành luôn đi trước lý thuyết , sinh viên không biết phải làm bài thực hành như thế nào , giảng viên thực hành không hướng dẫn cụ thể cho sinh viên làm bài , chỉ đưa lab rồi bắt sinh viên tự làm .",Negative
không có bài giải ví dụ mẫu được đưa ra nhằm tiệm cận sinh viên với chuẩn code .,Negative
môn này em bị trùng lịch học do lịch thực hành hình thức 2 được công bố sau vì thế mà thời gian đi học thực hành của em cũng bị hạn chế .,Negative
cô dạy rất tốt .,Positive
"có lúc nghiêm khắc , cho bài tập hơi nhiều .",Negative
giảng viên giảng dạy tận tình .,Positive
slide khi khó hiểu vì vậy khi kết hợp slide và nghe cô giảng mới hiểu .,Negative
thầy hơi khó tính nhưng dạy khá hay .,Positive
"như vậy , sinh viên làm đồ án sẽ không có tương tác thực tế với giảng viên tương tác qua moodle thì vẫn được .",Negative
thiết kế bài giảng chưa thuyết phục .,Negative
"giảng viên giảng hay , dễ hiểu , dễ vận dụng .",Positive
"bài thực hành phong phú và đa dạng , tiếp xúc được với công nghệ mới .",Positive
"tận tâm trong giảng dạy , không phiền hay trách khi sinh viên không nhớ kiến thức cũ .",Positive
dạy dở .,Negative
"đảm bảo thời gian dạy , bài tập nhiều để rèn luyện .",Positive
cần thêm thời gian thực hành .,Negative
"hệ thống chấm điểm thực hành wecode rất tiện lợi , hiệu quả .",Positive
dạy quá nhanh dot làm cho mức độ hiểu bài của sinh viên chỉ thêm hạn hẹp .,Negative
phải nghe những thứ mà chưa được thấy thì thật khó mà tiếp thu .,Negative
đa phần sinh viên không tập trung học nhiệt tình nên không theo kịp .,Negative
"giảng viên gần gũi với học sinh , tạo không khí sôi nổi trong giờ lên lớp .",Positive
nhưng buổi thực hành hết sưc bổ ích và tính ứng dụng cực cao .,Positive
"giáo viên tận tâm chỉ dạy , nhiệt tình , giúp đỡ sinh viên .",Positive
"giảng bài nhiệt tình và nội dung khá dễ hiểu , bổ ích .",Positive
nhưng em có đi học một buổi thực hành trên trường .,Negative
một số phòng thực hành nên thay dàn máy phù hợp hơn .,Negative
vậy là được .,Positive
"lên lớp trễ thường xuyên , 2 buổi báo nghĩ vào giờ chót .",Negative
"cô giảng dạy thiếu tinh thần , không giảng giải kỹ ví dụ , toàn lướt qua gây thiếu kiến thức cho sinh viên .",Negative
giảng hơi khó hiểu .,Negative
giảng viên cần nhiệt tình hơn .,Negative
thường thường vào lớp học chúng em rất buồn ngủ vì thầy giảng luôn với tốc độ đều đều .,Negative
giảng viên tạo điểu kiện sinh viên hoạt động .,Positive
nhiều lúc nội dung thực hành không đồng bộ với nội dung đã học ở lớp lý thuyết .,Negative
tăng cường giảng viên hỗ trợ thực hành .,Negative
dạy rất kỹ .,Positive
tiếng anh của thầy không tốt .,Negative
"phòng thực hành quy mô chưa lớn , vẫn còn các máy tính không sử dụng được .",Negative
"sự nhiệt huyết , và tận tâm .",Positive
sinh viên tốn thời gian lên trường mà không được học .,Negative
"thầy vui tính , tận tâm !",Positive
"cô dạy nhiệt tình , thoải mái , vui vẻ và tận tình .",Positive
"anh wzjwz232 ơi , cho đề cuối kỳ dễ dễ đi .",Negative
"cô rất vui vẻ , phong cách dạy rất thoải mái , dễ hiểu .",Positive
thầy có thể cho nhiều bài tập hơn nhưng ở dạng tùy chọn hoặc bài tham khảo thêm ngoài những bài tập bắt buộc .,Negative
dạy nhưng toàn kêu sinh viên về tự nghiên cứu và code .,Negative
giảng viên giảng còn khó hiểu .,Negative
"giảng viên vui tính , nhiệt tình và tận tâm với công việc .",Positive
thầy dạy rất có tâm huyết với học sinh .,Positive
nói chung em rất thích thầy colonsmile .,Positive
"nghiêm túc trong việc dạy , vui tính .",Positive
cách thức trình bày bài giảng của thầy chưa tiếp cận được học sinh .,Negative
"vui vẻ , khá chăm lo cho sinh viên .",Positive
"thầy dễ tính , giảng dễ hiểu .",Positive
giảng viên nên tổ chức ôn tập các bài đã qua trong một hai buổi học để cũng cố kiến thức cho sinh viên .,Negative
"khả năng truyền đạt khó hiểu cho sinh viên , không có gây hứng thú .",Negative
so sánh không mang tính tương quan .,Negative
thầy dạy sửa bài và cho nhiều bài tập .,Positive
"nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn .",Negative
"thầy nhiệt tình , tận tâm với sinh viên .",Positive
"chỉnh lại thời lượng làm bài thi và nội dung thi , vì không tương thích , đề dài và thời gian ngắn .",Negative
tốt và nhiệt tình trong giảng bài .,Positive
thầy dạy quá tốt không ý kiến .,Positive
giáo viên thường xuyên liên lạc trao đổi với sinh viên .,Positive
"giảng viên nhiệt tình , giải thích kỹ càng .",Positive
"giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan .",Negative
và em nghĩ mức độ gây áp lực về nội dung bài tập còn ít ( nội dung bài tập chưa nâng cao và yêu cầu nhiều về kiến thức ) .,Negative
điều em không hài lòng nhất là đôi lúc giảng bài hơi nhanh .,Negative
đôi khi dạy khiến học sinh buồn ngủ bởi cách dạy chưa hay hoặc bài học khó nhưng chưa chỉ ra hợp lý .,Negative
cảm ơn boss .,Positive
"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .",Negative
nên thêm thời gian học .,Negative
"cô dạy nhiệt tình , tận tâm với sinh viên .",Positive
"thầy giảng tận tâm , nhiệt tình .",Positive
"thầy đẹp trai quá , làm sinh viên mất tập trung !",Negative
hiệu quả trình bày kiến thức không cao .,Negative
"khi sinh viên hỏi thì thầy không biết , phải đi qua máy khác xem rồi mới biết đường để chỉ sinh viên .",Negative
cô rất sâu sát đến từng bạn .,Positive
nội dung bài thực hành nên chú trọng vào chất lượng hơn là số lượng .,Negative
phương pháp thầy dạy giống cấp 3 làm em nhớ hồi cày cuốc colonsmile .,Negative
"cách truyền đạt khó hiểu , không có gì mới trong bài giảng .",Negative
"thầy giảng kỹ , liên hệ thực tiễn , rõ ràng nhưng tiếc là giọng của thầy ấm áp quá , học trưa nên dễ buồn ngủ .",Negative
"các nội dung trong tài liệu môn học chưa đầy đủ và chi tiết , chưa đi sâu vào bản chất của vấn đề , đặc biệt là phần xml và hướng đối tượng .",Negative
cô nhiệt tình giảng dạy dù lúc cô hỏi không bạn nào thèm trả lời câu hỏi của cô .,Positive
số bài thực hành quá nhiều cho một môn thực hành hình thức 2 .,Negative
"phần thực hành khó , em thường làm rất mơ hồ và không hiểu ý nghĩa của bài tập .",Negative
không học gì .,Negative
"thầy nhiệt tình , ân cần .",Positive
"em mong môn học cập nhập thêm nhiều điều mới , có những ví dụ thực tiễn , sinh động , nội dung môn học nên súc tích và nhấn mạnh trọng tâm hơn .",Negative
"luôn giải đáp thắc mắc của sinh viên , dạy dễ hiểu .",Positive
giảng viên dạy khó hiểu .,Negative
"học xong môn học chỉ có thể nói chắc chắn một điều , đủ để chém gió , còn lại thực tế mạng là cái gì ?",Negative
thầy dạy dễ tiếp thu .,Positive
"nếu liên hệ thực tế , liên kết của môn học với các mô học sau , ngành nghề sau này , em nghĩ sẽ dễ hiểu và tiếp thu môn học hơn .",Negative
"thầy cho bài tập để sinh viên không quên kiến thức trong kỳ quân sự , thường xuyên cho bài tập không ngừng giải thích và chỉ rõ những cái các chỗ sai của sinh viên trong quá trình làm bài tập .",Positive
thầy luôn đến sớm hơn sinh viên .,Positive
thầy nói chuyện linh tinh hơi nhiều .,Negative
đừng quá nhiều lý thuyết .,Negative
"môn học cần tạo được định hướng cho sinh viên làm đồ án ngay từ đầu , gần cuối kỳ chúng em mới biết làm cái gì nên lúc đó chạy đồ án rất là cực và còn nhiều sai sót cho đồ án của mình .",Negative
cô rất nhiệt tình .,Positive
vận dụng được một số kiến thức để áp dụng những môn học sau .,Positive
có thông báo cho sinh viên rất đầy đủ .,Positive
"tận tâm , nhiệt tình , hăng say .",Positive
một số bài lab khá dài và nâng cao .,Negative
cô quá dễ thương .,Positive
"giảng viên đảm bảo giờ lên lớp , dạy kỹ càng và rất dễ hiểu .",Positive
thầy hầu như chỉ giảng bài trên slide .,Negative
"thầy dạy rất hay , em hài lòng về cách giảng dạy của thầy .",Positive
"thầy giảng buồn ngủ , không nhiệt tình , bài tập thực hành không có .",Negative
thầy có nhiều kiến thức hay .,Positive
thời gian làm bài tập nên kéo dài hơn một chút .,Negative
giảng viên truyền đạt kiến thức sát với thực tiễn giúp dễ hiểu .,Positive
"vui vẻ với sinh viên , cung cấp tài liệu đây đủ cho môn học .",Positive
tích cực giảng dạy thường xuyên giúp đỡ sinh viên .,Positive
nhiệt tình vui vẻ .,Positive
chúc thầy sẽ những thành công trong việc giảng dạy sắp tới .,Positive
quan tâm tới học sinh .,Positive
"thầy cho làm bài tập nhưng không giải , làm sinh viên không biết đúng sai như thế nào .",Negative
"cần trang bị máy bàn cấu hình cao hơn , vì chạy chương trình không nổi .",Negative
sử dụng hệ thống làm bài online để làm bài tập .,Neutral
"nội dung môn học quá rộng , nên điều chỉnh lại và tập trung vào những phần quan trọng .",Negative
thầy rất tốt rất nhiệt tình .,Positive
"thầy giảng ngắn ngọn , nhưng rất dễ hiểu .",Positive
dạy dễ nghe dễ hiểu .,Positive
chưa đi sâu vào cốt lõi của vấn đề .,Negative
"giảng dạy dễ hiểu , rõ ràng minh bạch , dẫn chứng cụ thể .",Positive
mong thầy cố gắng giải bài tập thực tế nhiều hơn .,Negative
tiết sửa bài tập không đạt được hiệu quả cao .,Negative
dặn sinh viên tham gia seminar một cách tự nguyện nhưng lại bắt viết bài thu hoạch lấy điểm quá trình .,Negative
"cô dạy hơi nhanh , nhiều sinh viên không hiểu hết vấn đề .",Negative
thầy dạy rất tâm huyết .,Positive
không ai có thể không hài lòng về cách dạy của cô ( trừ những bạn không đi học ) .,Positive
dạy rất chán .,Negative
"thầy có cách giảng dạy lưu loát , truyền đạt dễ hiểu .",Positive
dạy nhiệt tình và có thêm buổi học phụ đạo .,Positive
tên môn học là quản trị mạng nhưng nó chẳng đúng với nội dung đã học ở trên lớp .,Negative
"slide tài liệu các chương thường không có , hoặc thường rất ít các bài tập mà chỉ tập trung vào slide ôn tập cuối kỳ fraction giữa kỳ .",Negative
giảng viên vần tạo thêm động lực học cho sinh viên .,Positive
"thực hành luôn đi trước lý thuyết , rất bất cập , mong nhà trường chỉnh sửa lại cho phù hợp .",Negative
"bài giảng mang tính thực tế cao , giảng viên tận tình hướng dẫn .",Positive
"thầy dạy có tâm , thường dạy quá giờ .",Positive
"một số nội dung cơ bản như doubledot cấu trúc của json , xml .",Neutral
cần tăng cường các buổi training do giảng viên đứng lớp để giải thêm các bài tập .,Negative
còn nhiều chỗ thiếu sót .,Negative
rất ok về mọi phần .,Positive
"chép nhiều ví dụ gây mất thời gian , 3 tiết học trở thành 5 tiết học .",Negative
giáo viên nói tiếng hơi khó nghe .,Negative
thầy nhiệt tình tận tâm .,Positive
"hướng dẫn tận tâm chu đáo , ăn mặc lịch sự và vui vẻ !",Positive
bài học chưa thực sự sinh động .,Negative
cần nhiều tài liệu mới .,Negative
thầy dạy rất tâm huyết và nhiệt tình giúp sinh viên có hướng tiếp cận tốt hơn .,Positive
giảng viên vui tính thân thiện .,Positive
nghỉ dạy không báo trước sinh viên .,Negative
"thầy luôn đi đúng giờ , không điểm danh .",Positive
"cần thêm các giờ thực hành tại các công ty , doanh nghiệp .",Negative
"thưa , thầy là người cung cấp kiến thức rất chuẩn mực và sâu để em có thể tìm tòi , dễ dàng học hỏi thêm những kiến thức khác liên quan đến môn học .",Positive
cách dạy khó hiểu .,Negative
giáo viên tạo được cảm giác ham học và nhiệt tình với học sinh .,Positive
lý thuyết thường chỉ là slide muốn sinh viên hiểu rõ cũng khó .,Negative
thầy rất giỏi và nhiệt tình .,Positive
không chấm bài thì giảng viên không nên bắt học sinh nộp bài lên moodle .,Negative
"phương pháp giảng dạy của cô rất hay , đơn giản nhưng rất dễ hiểu , truyền đạt kiến thức tốt .",Positive
"phòng thực hành còn sơ sài , máy tính cũ kỹ .",Negative
cô phát âm chưa chuẩn .,Negative
giảng viên còn thiếu kinh nghiệm truyền đạt .,Negative
"thầy dạy truyền đạt rất tốt , dạy hay , dễ hiểu , nhiều bài tập .",Positive
"thầy giảng dạy dễ hiểu , thân thiện .",Positive
"tận tụy với sinh viên , bài giảng dễ hiểu .",Positive
đề nghị có màn che bớt ánh sáng .,Negative
"giảng dạy ngắn gọn , dễ hiểu .",Positive
"cô dạy rất nhiệt tình , cho sinh viên tiếp cận với nhiều thiết bị công nghệ .",Positive
"giảng viên tạo nhiều bài tập , câu hỏi để mỗi thành viên trong lớp đều có thể tương tác .",Positive
"tận tình , chuẩn xác .",Positive
nhưng ra đề đừng đánh đố sinh viên .,Negative
"theo thời khóa biểu là mỗi buổi 4 tiết , nhưng thầy chưa bao giờ dạy hơn 3 tiết fraction buổi , thầy hay kể chuyện kiếm hiệp trong giờ học .",Negative
"giọng thầy rất khó nghe , cả lớp gần như không ai nghe hiểu được .",Negative
"thầy giáo tận tâm , nhiệt tình .",Positive
phương pháp dạy tốt dễ hiểu .,Positive
"thầy dạy tận tâm , nhiệt tình , cho nhiều ví dụ để sinh viên hiểu bài .",Positive
hy vọng trường xem xét ý kiến này của em !,Negative
cô wzjwz219 nên làm gắt gao hơn việc kiểm tra bài làm của sinh viên .,Negative
slide quá dài và dùng từ ngữ khó hiểu .,Negative
"giảng viên dạy nhiều kiến thức thực tế , cách dạy dễ hiểu .",Positive
dễ trong việc tiếp xúc với thực tế sau này .,Positive
giảng hay .,Positive
"cô giảng bài dễ hiểu , vui tính , hòa đồng với sinh viên .",Positive
"thầy wzjwz273 lớn tuổi , nói nhỏ , không sử dụng slide trình chiếu .",Negative
giảng bài cực kỳ chán và không nhiệt tình .,Negative
"giảng viên tận tâm , nhiệt tình , có nội dung bài giảng tốt .",Positive
"giáo viên nhiệt tình , đổi mới phương pháp dạy .",Positive
cô dạy rất tận tình chu đáo .,Positive
"lần sau thầy cho làm thêm đồ án thực hành cho vui , để biết môn này ứng dụng thực tế thế nào .",Negative
lên lớp cô không giảng gì cả chỉ để học sinh tự ngồi code .,Negative
"thầy nhiệt tình vui vẻ , thương sinh viên .",Positive
có giới thiệu về những công cụ hay .,Positive
"giáo viên dạy có tâm huyết , nhiệt tình với sinh viên .",Positive
"bài giảng hay , gần gũi với sinh viên .",Positive
"giảng viên vui vẻ , nhiệt tình , thân thiện với sinh viên .",Positive
sự giảng dạy của giảng viên là rất gần với thực tế .,Positive
"thầy nhiệt tình , thân thiện với học sinh .",Positive
tận tâm muốn làm việc tốt nhất cho sinh viên nhưng cách giảng bài trên lớp chắc thầy nên thay đổi chút xíu để tất cả mọi người cùng yêu thương thầy !,Positive
cần kiến thực thực tế cụ thể .,Negative
"nhiệt tình , truyền đạt kiến thức đến sinh viên tốt .",Positive
"slide bài giảng chưa sinh động , chưa đưa được tinh thần học tập của lớp đạt hạt hiệu quả cao .",Negative
không dám ý kiến .,Neutral
tài liệu dùng cho học tập và tài liệu tham khảo đầy đủ .,Positive
hướng dẫn tận tình .,Positive
có những kiến thức dùng trong thực hành thì rất lâu sau lý thuyết mới được học .,Negative
"thầy rất quan tâm đến sinh viên , thầy tạo riêng một nhóm để các sinh viên trong lớp đặt câu hỏi cũng như bài tập .",Positive
giảng viên nên giảng chậm lại .,Negative
"thầy bụng bự , vui tính , hòa đồng .",Positive
thầy rất thoải mái với sinh viên .,Positive
đôi khi nói quá lời với sinh viên .,Negative
ic được cấp thường hư một phần .,Negative
"giảng kỹ , lấy ví dụ rõ ràng , tận tâm .",Positive
giảng viên tận tâm .,Positive
"mặc dù về môn này điểm em không cao cũng như không hiểu nhiều về môn này nhưng cảm nhận giáo viên rất nhiệt tình với tiết học , quan tâm đến từng sinh viên nhưng do môn này quá khó hiểu nên kết quả vẫn không như mong đợi của giảng viên .",Negative
"giảng viên giảng dễ hiểu , vui tính .",Positive
hướng dẫn rõ ràng .,Positive
tậm tân với sinh viên .,Positive
chưa sử dụng giờ lên lớp hiệu quả .,Negative
nên phân chia lại tỷ lệ các hình thức kiểm tra trong điểm trung bình .,Negative
"giảng viên nên tập trung vào giáo trình môn học hơn , nên gửi trước giáo trình để sinh viên tham khảo .",Negative
"giảng dạy ngắn gọn dễ hiểu , đi thẳng vào trọng tâm .",Positive
"thiết nghĩ đây là môn phân tích , thiết kế thuật toán , các bài toán ngoài thực tế không dễ dàng như vậy và quy hoạch động là một kỹ thuật có thể xử lý được một số bài kiểu này .",Negative
"rất hài lòng , hy vọng thầy sẽ mở mang thêm nhiều kiến thức nữa cho sinh viên .",Positive
"giảng viên nên code trực tiếp trên máy cho sinh viên xem và sửa , hạn chế code viết trên giấy .",Negative
tuyệt vời là tính từ để mô tả môn học này .,Positive
"giảng viên dạy sát chương trình , truyền đạt được kiến thức cho sinh viên .",Positive
"đồng thời thiết bị ở phòng thực hành hay hỏng hóc , gây gián đoạn và ảnh hưởng tới kết quả và thời gian làm thực hành .",Negative
cô dạy hay nhưng phòng máy nhiều hôm thiếu máy .,Negative
có nhiều hoạt động thực tiễn phù hợp với thực tế .,Positive
cô rất hiền colonsmile .,Positive
liên hệ thực tiễn tương đối tốt .,Positive
"môn học rất trừu tượng , nên giảng viên cần có những phương pháp để giảng dạy hiệu quả hơn .",Negative
"có nhiều bài tập hay , rèn luyện kỹ năng tốt .",Positive
rất hài lòng ạ .,Positive
thầy có cho bài tập nhưng lại không kiểm tra bài tập nên không ai làm .,Negative
"giảng viên tận tâm , nhiệt tình , theo sát tình hình kiến thức sinh viên .",Positive
lại vui tính .,Positive
cô dạy nên có ví dụ và bài tập hướng dẫn chi tiết cụ thể hơn !,Negative
giảng viên giảng kỹ và dễ hiểu !,Positive
thầy rất nhiệt tình và gẫn gũi với sinh viên .,Positive
chưa đảm bảo việc giảng dạy theo đề cương và chương trình môn học .,Negative
thêm các buổi làm và sửa bài tập .,Negative
"nộp báo cáo sau khi thực hành , đăng lịch học lên moodle .",Neutral
thầy rất năng động .,Positive
bình thường .,Neutral
thầy giảng siêu hay .,Positive
"giảng viên đã lớp tuổi , kiến thức không còn phù hợp với thực tế , cách giảng dạy nhàm chán làm sinh viên không thể tiếp thu nổi .",Negative
"giảng sát với bài học , không cho bài quá nhiều , lan man .",Positive
sinh viên nào chê thầy thì em nghĩ sinh viên đó nên xem lại cách học của sinh viên đó .,Positive
cô nên cho bài tập trên wecode để rèn luyện và củng cố kiến thức cho sinh viên .,Negative
cô rất hiền .,Neutral
giảng viên dạy còn khó hiểu .,Positive
"giảng viên có kiến thức chuyên môn cao , khả năng truyền đạt tốt .",Positive
chưa giải quyết thắc mắc của sinh viên thỏa đáng .,Negative
có nhiều bài tập và ví dụ hay .,Positive
"sinh viên không hiểu hỏi cô , cô đều giải quyết thắc mắc .",Positive
em không hài lòng về cách nhận xét của giảng viên .,Negative
"thầy dạy tốt , nhiệt tình và quan tâm sinh viên .",Positive
nên tập trung vào kỹ năng nghe và nói nhiều hơn .,Negative
"giảng viên nên tương tác với lớp nhiều hơn , nên cho thêm bài tập về nhà và bắt buộc nộp bài .",Negative
thầy chia sẻ cho chúng em những kiến thức bổ ích .,Positive
